TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
Massachusetts,A10,32,14,-1.44713E-01,-3.76728E-01,1.77541E-01,-2.55911E-01,-6.17317E-01,-5.68651E-01,-6.80521E-01,-8.08837E-01,2.73046E-01,3.57425E-01,8.43778E-01,-9.18814E-02,-8.72167E-02,-4.34408E-01,-1.26022E+00,1.25001E+00,-1.64376E-01,4.37500E-01,2016
Rhode Island,A10,32,17,6.12356E-01,-7.45279E-01,9.64341E-01,1.66372E-01,-8.59116E-01,-5.68651E-01,7.80467E-02,3.06458E-01,-9.94416E-01,5.56907E-01,7.49981E-01,-2.38923E-01,-8.10759E-01,8.48026E-01,-4.39046E-01,-6.58323E-01,2.46424E-01,5.31250E-01,2016
Richmond,A10,32,16,1.30060E+00,1.30029E-01,8.59774E-01,1.56315E+00,2.80793E-01,-1.89937E+00,-1.89683E-01,-1.44954E+00,6.74925E-01,1.21672E-01,2.02829E-01,1.84907E+00,3.33737E-02,5.18257E-01,6.69535E-01,4.73739E-01,3.05110E-01,5.00000E-01,2016
Saint Louis,A10,32,11,-9.29312E-01,-4.53510E-01,-4.02474E-01,-7.10677E-01,-3.00913E-02,3.81866E-01,-5.58182E-02,-2.04278E+00,-4.99797E-01,5.93177E-01,7.03082E-01,-6.50641E-01,3.64998E-01,-5.07690E-01,-6.44338E-01,6.03118E-01,-5.89847E-01,3.43750E-01,2016
St. Bonaventure,A10,31,22,1.38319E+00,1.91455E-01,8.74265E-01,5.23688E-01,-1.68262E-01,-1.04391E+00,1.67290E-01,4.72566E-01,1.20046E+00,5.38773E-01,4.06057E-01,-9.18814E-02,3.64998E-01,1.14115E+00,-9.31748E-01,3.76705E-01,1.09737E+00,7.09677E-01,2016
Davidson,A10,32,17,7.77535E-01,-6.99210E-01,1.02622E+00,5.56172E-01,-1.33719E-01,-6.16177E-01,-6.80521E-01,-9.98674E-01,-8.08934E-01,-5.49315E-01,-2.19260E-01,8.19779E-01,-1.05194E+00,-3.13575E-02,1.53177E+00,6.35462E-01,3.49124E-01,5.31250E-01,2017
Duquesne,A10,32,10,-2.13538E-01,4.52512E-01,-4.47513E-01,-3.20877E-01,-6.46340E-02,6.19495E-01,-4.57413E-01,-7.32165E-02,2.11219E-01,4.66233E-01,-2.34893E-01,-2.38923E-01,-4.18840E-01,-2.87844E-01,6.28477E-01,1.28235E+00,-1.04466E+00,3.12500E-01,2017
Fordham,A10,31,13,-9.01782E-01,-7.60636E-01,-1.54176E-01,-4.83294E-01,1.00619E+00,4.76918E-01,3.11232E+00,-1.40208E+00,4.58529E-01,-1.41978E+00,1.35966E+00,-5.03599E-01,9.07655E-01,-3.61126E-01,7.10594E-01,-6.25978E-01,-6.19189E-01,4.19355E-01,2017
George Mason,A10,33,20,4.05883E-01,8.39605E-02,2.85241E-01,-1.90944E-01,-5.13689E-01,1.65929E-03,-1.97455E+00,5.43755E-01,-1.55086E+00,9.37738E-01,-1.11034E+00,-1.80107E-01,-2.68102E-01,5.28345E-03,-6.85397E-01,7.32496E-01,3.49124E-01,6.06061E-01,2017
George Washington,A10,35,20,5.43532E-01,9.93168E-02,3.70227E-01,-1.25978E-01,3.89941E-02,2.86814E-01,-1.08212E+00,8.04782E-01,-9.63502E-01,3.75559E-01,-1.23540E+00,-1.03295E+00,-1.17364E-01,1.06787E+00,4.23184E-01,-2.37843E-01,3.49124E-01,5.71429E-01,2017
La Salle,A10,30,15,8.18829E-01,5.90718E-01,2.37853E-01,1.10839E+00,1.45525E+00,-4.58665E-02,-4.12791E-01,-8.56296E-01,-5.92538E-01,6.83851E-01,-2.66159E-01,9.66821E-01,6.06178E-01,8.11385E-01,2.06553E+00,7.00152E-01,8.50384E-02,5.00000E-01,2017
Massachusetts,A10,33,15,-4.88835E-01,-5.61004E-01,2.71522E-02,-6.10111E-02,-1.10092E+00,7.62073E-01,4.35020E-01,-2.86784E-01,2.11219E-01,1.28637E-02,1.51599E+00,1.23150E+00,-1.44386E+00,-1.64356E+00,5.36570E-02,1.89690E+00,-3.69775E-01,4.54545E-01,2017
Richmond,A10,35,22,9.42713E-01,-1.00315E-01,7.75964E-01,1.30329E+00,-6.46340E-02,-1.18649E+00,6.13506E-01,-2.04278E+00,3.65787E-01,-5.31180E-01,-3.16652E-02,1.90789E+00,4.85588E-01,5.28345E-03,-9.31748E-01,7.64841E-01,5.69195E-01,6.28571E-01,2017
Saint Joseph's,A10,31,11,-2.13538E-01,-8.49587E-02,-8.28980E-02,-1.06799E+00,3.84421E-01,-8.06280E-01,-2.78926E-01,1.16621E-01,-9.01675E-01,1.01028E+00,-3.59957E-01,-1.00354E+00,3.04702E-01,-6.54254E-01,2.17891E-01,7.32496E-01,-4.87147E-01,3.54839E-01,2017
Saint Louis,A10,33,12,-1.05320E+00,7.17906E-03,-8.02728E-01,-9.38060E-01,1.77165E-01,7.62073E-01,-7.69764E-01,-1.21224E+00,-6.85279E-01,-2.34059E-02,5.78019E-01,-1.41526E+00,-1.17364E-01,5.28345E-03,5.05301E-01,-8.20046E-01,-7.65904E-01,3.63636E-01,2017
St. Bonaventure,A10,32,20,5.57296E-01,-4.22797E-01,7.27792E-01,-6.10111E-02,-6.46340E-02,-5.21125E-01,1.01510E+00,8.75971E-01,4.58529E-01,1.42738E+00,1.04701E+00,-1.80107E-01,-3.58545E-01,2.25129E-01,3.82125E-01,7.32496E-01,4.37152E-01,6.25000E-01,2017
Dayton,A10,31,14,7.08710E-01,5.60006E-01,1.81849E-01,1.82302E+00,1.48979E+00,7.14547E-01,-1.00440E-01,-8.32566E-01,-6.23451E-01,-4.94910E-01,-8.75843E-01,3.05482E+00,9.67950E-01,-1.77921E-01,1.61388E+00,-1.73153E-01,-2.96418E-01,4.51613E-01,2018
Duquesne,A10,32,16,2.26939E-01,5.60006E-01,-1.84724E-01,-6.10111E-02,2.46250E-01,-5.21125E-01,-1.00440E-01,8.75971E-01,-1.90659E-01,1.57942E-01,2.49727E-01,-3.85965E-01,5.15736E-01,2.98411E-01,-3.56929E-01,-1.40809E-01,-5.01818E-01,5.00000E-01,2018
Fordham,A10,31,9,-1.24590E+00,2.68236E-01,-1.06434E+00,-6.45711E-01,7.64391E-01,-9.33924E-02,1.10434E+00,-2.49364E+00,1.01498E+00,-1.38351E+00,-6.88248E-01,8.78596E-01,8.47359E-01,-1.97333E+00,3.00008E-01,-1.73153E-01,-1.07400E+00,2.90323E-01,2018
George Mason,A10,33,16,-2.41067E-01,3.75730E-01,-4.25581E-01,-2.55911E-01,6.95306E-01,-2.35970E-01,-1.12674E+00,-3.34243E-01,-8.70761E-01,-4.94910E-01,-6.25716E-01,-3.65622E-03,6.66474E-01,-5.80972E-01,3.82125E-01,7.64841E-01,-3.25761E-01,4.84848E-01,2018
George Washington,A10,33,15,1.03055E-01,1.45386E-01,4.43719E-03,-1.25978E-01,4.53507E-01,2.39288E-01,-6.80521E-01,5.67485E-01,1.49391E-01,-1.02082E+00,-1.04781E+00,3.19836E-01,3.04702E-01,-7.64177E-01,5.46360E-01,-3.02532E-01,-3.11090E-01,4.54545E-01,2018
La Salle,A10,32,13,1.99409E-01,-2.38522E-01,3.55736E-01,-2.88394E-01,5.57135E-01,-1.04391E+00,-5.02034E-01,-9.03755E-01,-1.27264E+00,-6.39989E-01,-1.56729E-01,-9.18814E-02,-1.47512E-01,-4.71049E-01,1.53177E+00,7.64841E-01,-5.16490E-01,4.06250E-01,2018
Massachusetts,A10,33,13,4.47177E-01,9.89982E-01,-3.06915E-01,8.48521E-01,4.88049E-01,-4.58665E-02,-9.48250E-01,-5.00351E-01,5.66503E-02,-1.70994E+00,-2.50526E-01,-3.56557E-01,5.76031E-01,2.13046E+00,1.35774E-01,-4.37750E-02,-7.65904E-01,3.93939E-01,2018
Richmond,A10,32,12,5.43532E-01,7.44281E-01,-7.27155E-02,7.18588E-01,1.83522E+00,-8.53806E-01,1.67290E-01,-1.40208E+00,-3.76142E-01,-8.75741E-01,-5.31919E-01,1.20209E+00,1.81208E+00,-2.87844E-01,1.16224E+00,4.41395E-01,-5.60504E-01,3.75000E-01,2018
Saint Joseph's,A10,32,16,1.85644E-01,-4.99579E-01,5.24532E-01,-3.53361E-01,-1.68262E-01,-2.27958E+00,-1.08212E+00,-1.37835E+00,-1.55086E+00,1.28637E-02,-1.59496E+00,-4.15374E-01,-1.17364E-01,-1.77921E-01,-2.74811E-01,1.25001E+00,-7.63472E-02,5.00000E-01,2018
Saint Louis,A10,32,17,-2.54832E-01,-5.91716E-01,2.47253E-01,-9.05577E-01,-2.71890E-01,3.81866E-01,-1.45061E-01,1.06581E+00,-7.78020E-01,2.04396E+00,4.64994E-02,-7.38866E-01,-4.79136E-01,-8.00818E-01,1.76833E-01,-7.87701E-01,-4.70043E-02,5.31250E-01,2018
VCU,A10,33,18,3.23293E-01,-6.96024E-02,3.31846E-01,8.81005E-01,4.88049E-01,1.65929E-03,-3.68169E-01,-7.32165E-02,-7.78020E-01,-1.16590E+00,-8.44577E-01,9.66821E-01,4.85588E-01,3.71693E-01,3.00008E-01,1.37939E+00,8.50384E-02,5.45455E-01,2018
Davidson,A10,33,24,5.71061E-01,-5.14935E-01,7.96329E-01,1.04342E+00,-6.17317E-01,-9.48857E-01,-8.59007E-01,-1.42581E+00,-1.45812E+00,-1.12963E+00,-7.50780E-01,1.08445E+00,-5.99726E-01,5.18257E-01,-5.62221E-01,-5.28944E-01,9.79995E-01,7.27273E-01,2019
Dayton,A10,33,21,1.09413E+00,-6.53141E-01,1.16486E+00,2.01792E+00,-7.55488E-01,4.91851E-02,-8.14386E-01,-5.71540E-01,-6.54365E-01,-4.40506E-01,-1.72002E+00,3.05482E+00,-4.79136E-01,-3.61126E-01,-9.31748E-01,-5.28944E-01,7.74595E-01,6.36364E-01,2019
Duquesne,A10,32,19,8.92901E-02,1.91455E-01,-4.56924E-02,3.95553E-03,-6.46340E-02,5.24443E-01,1.32745E+00,6.14944E-01,1.72599E+00,8.54029E-02,-4.53754E-01,5.84512E-01,6.35214E-02,-7.27536E-01,-2.33753E-01,1.05594E+00,1.29053E-01,5.93750E-01,2019
Fordham,A10,31,12,-9.84372E-01,-8.49587E-02,-6.89153E-01,-1.00303E+00,-2.02805E-01,-1.09143E+00,2.11911E-01,-9.98674E-01,-4.68883E-01,-1.81875E+00,3.27892E-01,-1.29763E+00,9.36690E-02,-4.34408E-01,-6.03280E-01,-4.64255E-01,-1.07400E+00,3.87097E-01,2019
George Mason,A10,33,18,-4.83588E-02,1.14673E-01,-9.89552E-02,6.89221E-02,3.89941E-02,9.67110E-02,-1.89683E-01,-7.32165E-02,-7.16193E-01,-5.96754E-02,-6.56982E-01,4.08061E-01,6.96621E-01,-4.34408E-01,-9.72807E-01,4.73739E-01,1.14381E-01,5.45455E-01,2019
George Washington,A10,33,9,-1.06696E+00,2.06811E-01,-9.20611E-01,-1.32786E+00,3.84421E-01,-2.35970E-01,-6.80521E-01,-1.40208E+00,-3.14314E-01,-3.49832E-01,-7.19514E-01,-1.12118E+00,1.53964E-01,-1.13059E+00,5.05301E-01,3.44361E-01,-1.20605E+00,2.72727E-01,2019
La Salle,A10,31,10,-4.75070E-01,-1.00315E-01,-2.82242E-01,-8.73094E-01,4.18964E-01,7.14547E-01,5.24263E-01,-9.69462E-02,-1.90659E-01,-1.09336E+00,1.01574E+00,-1.12118E+00,5.76031E-01,-3.97767E-01,-6.95187E-02,9.26564E-01,-8.39261E-01,3.22581E-01,2019
Massachusetts,A10,32,11,-7.58886E-02,8.36419E-01,-5.90461E-01,3.93755E-01,3.84421E-01,7.14547E-01,-8.14386E-01,5.20026E-01,-7.47106E-01,-5.85584E-01,1.03137E+00,3.19836E-01,3.95145E-01,2.98411E-01,2.58950E-01,4.09050E-01,-9.12618E-01,3.43750E-01,2019
Rhode Island,A10,33,18,4.79954E-02,-4.99579E-01,4.18398E-01,-8.08127E-01,-4.79147E-01,-4.26073E-01,7.02749E-01,4.72566E-01,-4.99797E-01,4.11829E-01,1.40297E-01,2.61019E-01,-1.47512E-01,-2.26646E+00,-8.49631E-01,3.76705E-01,1.14381E-01,5.45455E-01,2019
Richmond,A10,33,13,6.67416E-01,6.82856E-01,6.47494E-02,1.36825E+00,1.04073E+00,-1.61422E+00,-5.58182E-02,-2.42246E+00,1.18478E-01,-6.94393E-01,-9.54008E-01,1.87848E+00,1.42016E+00,1.88488E-01,1.25984E-02,-1.73153E-01,-8.68603E-01,3.93939E-01,2019
Saint Joseph's,A10,33,14,2.95764E-01,3.29661E-01,2.71522E-02,-6.13227E-01,5.57135E-01,-2.46968E+00,-1.30522E+00,-1.73429E+00,-1.58178E+00,-5.13045E-01,-1.20413E+00,-3.85965E-01,1.84112E-01,-7.27536E-01,6.69535E-01,6.67807E-01,-4.28461E-01,4.24242E-01,2019
St. Bonaventure,A10,34,18,-2.82362E-01,-1.23668E+00,6.77271E-01,-5.15777E-01,-9.97287E-01,1.65929E-03,5.24263E-01,-2.57571E-02,-2.52487E-01,-1.14776E+00,-5.16286E-01,-3.56557E-01,-9.31350E-01,-5.07690E-01,-8.49631E-01,-6.90668E-01,-1.05690E-01,5.29412E-01,2019
Boston College,ACC,32,13,7.50005E-01,-6.07073E-01,9.63167E-01,2.96305E-01,-2.37348E-01,4.91851E-02,7.80467E-02,-7.85107E-01,4.27615E-01,8.54029E-02,9.37576E-01,8.78596E-01,-8.72167E-02,-6.54254E-01,-3.56929E-01,-1.24053E+00,2.61095E-01,4.06250E-01,2015
Clemson,ACC,31,16,1.44350E-01,-1.60523E+00,1.17543E+00,-1.26289E+00,-1.54997E+00,-4.58665E-02,-4.12791E-01,1.13700E+00,5.82183E-01,-2.34059E-02,-5.63185E-01,-7.68275E-01,-1.62475E+00,-1.57028E+00,-6.44338E-01,-1.79039E+00,6.71895E-01,5.16129E-01,2015
Florida St.,ACC,33,17,1.30585E-01,-1.06776E+00,8.47633E-01,6.89221E-02,-9.62744E-01,1.52249E+00,-2.78926E-01,5.91215E-01,7.36752E-01,2.24344E+00,4.84221E-01,6.72737E-01,-8.40907E-01,-1.05730E+00,-7.67514E-01,-3.67221E-01,6.27881E-01,5.15152E-01,2015
Georgia Tech,ACC,31,12,-1.44713E-01,-1.57452E+00,9.87840E-01,-1.78263E+00,-3.06433E-01,4.29392E-01,-2.78926E-01,2.22856E+00,-1.14898E+00,-6.21854E-01,-1.56729E-01,-8.85908E-01,1.84112E-01,-2.74279E+00,-1.01387E+00,-1.14349E+00,2.17081E-01,3.87097E-01,2015
Miami FL,ACC,38,25,1.10789E+00,-1.09847E+00,1.37282E+00,3.95553E-03,-8.59116E-01,-1.32906E+00,-5.91277E-01,4.54319E-02,-6.70046E-02,1.76077E-01,-9.85273E-01,-5.03599E-01,-6.60021E-01,5.91539E-01,-8.08573E-01,-1.56397E+00,1.21474E+00,6.57895E-01,2015
Pittsburgh,ACC,33,18,1.38319E+00,-2.23165E-01,1.09985E+00,-2.55911E-01,-3.00913E-02,-1.42412E+00,-5.46656E-01,1.18446E+00,6.44011E-01,4.91333E-02,4.68588E-01,-1.50698E-01,-8.72167E-02,-2.14562E-01,2.17891E-01,-2.21087E+00,8.91966E-01,5.45455E-01,2015
Syracuse,ACC,31,18,4.05883E-01,-1.89700E+00,1.41942E+00,-8.40610E-01,-1.27363E+00,-3.78547E-01,1.10434E+00,9.94619E-01,5.51270E-01,1.57942E-01,-7.50780E-01,-2.38923E-01,-1.02179E+00,-1.53364E+00,-1.21916E+00,-4.31911E-01,1.06802E+00,5.80645E-01,2015
Virginia Tech,ACC,33,11,3.23293E-01,2.52880E-01,1.03130E-01,5.23688E-01,2.46250E-01,-2.83496E-01,1.22668E-01,-7.85107E-01,2.18970E+00,-4.76776E-01,-1.56729E-01,-4.15374E-01,9.36690E-02,1.72741E+00,3.00008E-01,-1.14349E+00,-1.93718E-01,3.33333E-01,2015
Wake Forest,ACC,32,13,2.26939E-01,-7.75992E-01,7.38366E-01,-6.78194E-01,2.80793E-01,2.86814E-01,-6.80521E-01,5.91215E-01,-9.63502E-01,1.26416E+00,6.21323E-02,-7.68275E-01,5.45883E-01,-2.14562E-01,-2.33753E-01,3.12016E-01,2.75767E-01,4.06250E-01,2015
Boston College,ACC,32,7,-1.12202E+00,-6.22429E-01,-4.38897E-01,-7.75644E-01,7.98934E-01,6.19495E-01,3.90398E-01,-1.78175E+00,-2.83401E-01,-1.56486E+00,3.43525E-01,-6.50641E-01,2.14259E-01,-6.90895E-01,1.57282E+00,2.09143E-02,-6.77875E-01,2.18750E-01,2016
Clemson,ACC,31,17,1.23178E+00,-7.91348E-01,1.29253E+00,2.31339E-01,-7.55488E-01,-1.37659E+00,-2.78926E-01,2.35269E-01,2.42133E-01,-2.22889E-01,-9.85273E-01,-3.65622E-03,-1.14238E+00,3.71693E-01,2.17891E-01,-1.04646E+00,7.59923E-01,5.48387E-01,2016
Florida St.,ACC,34,20,1.24554E+00,-6.22429E-01,1.22517E+00,6.21138E-01,2.80793E-01,-3.31022E-01,1.22668E-01,8.28511E-01,-3.76142E-01,5.93177E-01,2.96626E-01,8.78596E-01,-1.17364E-01,-3.13575E-02,7.51652E-01,1.60580E+00,1.12671E+00,5.88235E-01,2016
Georgia Tech,ACC,36,21,1.47954E+00,-7.60636E-01,1.37439E+00,-2.85278E-02,-3.40976E-01,-9.48857E-01,-1.79606E+00,1.94381E+00,-7.16193E-01,-5.13045E-01,-4.85020E-01,-2.09515E-01,6.35214E-02,5.54898E-01,-9.72807E-01,2.09143E-02,1.11204E+00,5.83333E-01,2016
Louisville,ACC,31,23,1.14919E+00,-2.08128E+00,1.68770E+00,6.53622E-01,-1.86085E+00,-7.58754E-01,1.32745E+00,2.18110E+00,-9.79183E-02,-4.94910E-01,8.90677E-01,8.19779E-01,-1.95637E+00,1.88488E-01,-9.31748E-01,-1.73153E-01,1.74291E+00,7.41935E-01,2016
North Carolina St.,ACC,33,16,1.43825E+00,-3.88898E-02,1.02622E+00,-4.50811E-01,1.77165E-01,-1.23401E+00,-1.61757E+00,1.65905E+00,2.73046E-01,7.92660E-01,-7.97678E-01,-6.50641E-01,-5.39431E-01,2.25129E-01,1.24436E+00,2.47327E-01,5.25181E-01,4.84848E-01,2016
Virginia Tech,ACC,35,20,8.73889E-01,-8.22061E-01,1.14136E+00,3.64388E-02,-3.75518E-01,-3.31022E-01,-3.23548E-01,2.35269E-01,7.05838E-01,2.69681E+00,-2.03627E-01,-3.65622E-03,2.44407E-01,2.25129E-01,-1.26022E+00,8.94219E-01,1.03868E+00,5.71429E-01,2016
Wake Forest,ACC,31,11,5.16002E-01,-5.76360E-01,7.97504E-01,-1.58461E-01,-2.02805E-01,6.67021E-01,-1.52833E+00,8.04782E-01,5.20356E-01,1.57246E+00,5.93652E-01,3.78653E-01,-2.69215E-02,-9.47381E-01,-3.97987E-01,1.50877E+00,2.02410E-01,3.54839E-01,2016
Boston College,ACC,32,9,1.30585E-01,-1.92453E-01,2.65268E-01,5.56172E-01,1.07528E+00,6.67021E-01,-6.35899E-01,-8.80026E-01,-1.64360E+00,-8.93876E-01,7.49981E-01,-3.65622E-03,1.17898E+00,1.17779E+00,4.23184E-01,1.54111E+00,-3.25761E-01,2.81250E-01,2017
Clemson,ACC,33,17,1.67225E+00,-6.53141E-01,1.40650E+00,3.93755E-01,6.26220E-01,-1.37659E+00,6.58128E-01,4.96296E-01,8.29493E-01,-4.15407E-02,-1.67312E+00,2.02203E-01,5.15736E-01,5.54898E-01,5.05301E-01,2.09143E-02,1.06802E+00,5.15152E-01,2017
Georgia Tech,ACC,36,21,-5.16365E-01,-1.92771E+00,9.74916E-01,-8.08127E-01,-1.41180E+00,2.86814E-01,7.80467E-02,-3.81702E-01,3.96701E-01,2.30481E-01,-1.15724E+00,-6.50641E-01,-1.62475E+00,-6.17613E-01,-5.21163E-01,4.73739E-01,8.03938E-01,5.83333E-01,2017
North Carolina St.,ACC,32,15,1.20425E+00,3.14305E-01,6.84320E-01,9.13488E-01,5.22592E-01,-9.33924E-02,-1.34984E+00,1.16621E-01,5.82183E-01,3.03020E-01,-6.88248E-01,9.66821E-01,6.35214E-02,5.18257E-01,1.03906E+00,1.34704E+00,5.10509E-01,4.68750E-01,2017
Pittsburgh,ACC,33,16,1.31437E+00,-2.99947E-01,1.10181E+00,4.91205E-01,4.18964E-01,-5.21125E-01,-1.92993E+00,-2.63054E-01,-5.17715E-03,8.83333E-01,-1.28230E+00,1.43386E-01,2.74555E-01,7.01462E-01,5.05301E-01,-2.37843E-01,8.18609E-01,4.84848E-01,2017
Syracuse,ACC,34,19,1.79614E+00,-3.92085E-01,1.35480E+00,1.17335E+00,7.35368E-02,-3.31022E-01,4.79641E-01,5.43755E-01,1.54051E+00,1.03538E-01,-8.75843E-01,6.43329E-01,9.36690E-02,1.36100E+00,-2.84601E-02,1.50293E-01,9.50652E-01,5.58824E-01,2017
Boston College,ACC,35,19,1.30060E+00,-5.42461E-02,9.62775E-01,7.18588E-01,5.91677E-01,-2.35970E-01,-4.57413E-01,1.87810E-01,-1.08716E+00,-6.94393E-01,-1.20413E+00,5.84512E-01,2.44407E-01,6.28180E-01,7.10594E-01,1.02360E+00,8.33280E-01,5.42857E-01,2018
Georgia Tech,ACC,32,13,3.42305E-02,-7.14567E-01,5.65654E-01,-9.70544E-01,-3.06433E-01,2.39288E-01,1.22668E-01,3.53918E-01,3.34874E-01,4.91333E-02,-4.69387E-01,-7.38866E-01,-1.17253E+00,-8.74100E-01,1.44965E+00,-2.37843E-01,1.29053E-01,4.06250E-01,2018
Louisville,ACC,36,22,1.21801E+00,-1.03705E+00,1.38849E+00,6.21138E-01,-1.06637E+00,-9.48857E-01,1.22668E-01,-1.68135E-01,5.82183E-01,-4.76776E-01,-8.60210E-01,1.72794E-01,-1.05194E+00,1.06787E+00,-6.03280E-01,9.26564E-01,1.18539E+00,6.11111E-01,2018
Notre Dame,ACC,35,21,1.50707E+00,-5.76360E-01,1.31760E+00,3.93755E-01,-2.71890E-01,-1.89937E+00,-9.92872E-01,4.25107E-01,-2.21573E-01,-6.39989E-01,-1.90762E+00,1.43386E-01,-6.90169E-01,5.18257E-01,4.23184E-01,-3.34877E-01,1.00934E+00,6.00000E-01,2018
Pittsburgh,ACC,32,8,-6.81544E-01,2.25353E-02,-5.36415E-01,-5.48261E-01,4.45143E-03,1.04723E+00,-9.03629E-01,-1.56819E+00,1.63325E+00,-4.76776E-01,-5.47552E-01,-3.85965E-01,2.44407E-01,-6.17613E-01,-3.97987E-01,-3.99566E-01,-4.87147E-01,2.50000E-01,2018
Wake Forest,ACC,31,11,9.97773E-01,-2.38522E-01,9.01288E-01,1.98855E-01,4.88049E-01,4.91851E-02,-5.02034E-01,2.82729E-01,-5.61624E-01,-4.76776E-01,6.56183E-01,-5.03599E-01,-3.58545E-01,1.17779E+00,1.36753E+00,9.58909E-01,-4.70043E-02,3.54839E-01,2018
Boston College,ACC,31,14,4.19648E-01,-2.53878E-01,5.24532E-01,-4.50811E-01,-5.82775E-01,-5.68651E-01,-9.03629E-01,-1.68135E-01,6.13097E-01,8.54029E-02,-8.44577E-01,-3.65622E-03,-1.47512E-01,-9.10741E-01,-9.72807E-01,3.44361E-01,3.19781E-01,4.51613E-01,2019
Clemson,ACC,34,20,5.57296E-01,-1.97378E+00,1.50089E+00,2.63822E-01,-8.59116E-01,4.76918E-01,5.24263E-01,-3.57973E-01,-1.55086E+00,-1.86619E-01,-7.50780E-01,7.02145E-01,-1.47401E+00,-5.07690E-01,2.58950E-01,-1.08464E-01,1.12671E+00,5.88235E-01,2019
Georgia Tech,ACC,32,14,-4.47541E-01,-1.14454E+00,4.95159E-01,-2.23428E-01,-1.51543E+00,1.09475E+00,3.34250E-02,-9.51215E-01,6.44011E-01,-4.15407E-02,-3.99365E-04,4.66878E-01,-9.01202E-01,-1.27715E+00,-1.91715E+00,2.47327E-01,4.07809E-01,4.37500E-01,2019
Miami FL,ACC,32,14,8.46359E-01,-6.68498E-01,1.05403E+00,2.96305E-01,6.60763E-01,-8.53806E-01,5.24263E-01,-8.08837E-01,8.75640E-02,-6.76258E-01,-1.89198E+00,6.72737E-01,7.26769E-01,-3.24485E-01,2.17891E-01,1.82637E-01,3.63795E-01,4.37500E-01,2019
North Carolina St.,ACC,36,24,1.27307E+00,-8.68130E-01,1.34227E+00,6.86105E-01,-2.37348E-01,-6.63702E-01,1.28283E+00,1.58786E+00,-2.21573E-01,-1.09336E+00,6.24918E-01,7.31554E-01,5.15736E-01,3.71693E-01,-1.42445E+00,1.63815E+00,1.39079E+00,6.66667E-01,2019
Notre Dame,ACC,33,14,5.71061E-01,-5.14935E-01,7.99070E-01,-1.19793E+00,-3.75518E-01,-2.23205E+00,-9.92872E-01,-7.32165E-02,4.89442E-01,-8.03202E-01,-2.03268E+00,-1.09177E+00,-2.07807E-01,-9.84022E-01,-5.21163E-01,-3.67221E-01,2.75767E-01,4.24242E-01,2019
Pittsburgh,ACC,33,14,2.04657E-02,-7.60636E-01,5.79753E-01,-6.45711E-01,-8.24574E-01,4.29392E-01,1.19359E+00,6.62404E-01,1.01498E+00,1.40924E+00,-2.97425E-01,-6.50641E-01,-1.05194E+00,-3.97767E-01,-3.15870E-01,3.12016E-01,1.87738E-01,4.24242E-01,2019
Wake Forest,ACC,31,11,4.79954E-02,7.17906E-03,5.73083E-02,-1.65269E+00,1.10982E+00,3.34340E-01,-1.12674E+00,1.08954E+00,-6.85279E-01,5.56907E-01,6.21323E-02,-1.47408E+00,1.63120E+00,-1.24051E+00,-1.10577E-01,3.76705E-01,1.16813E-02,3.54839E-01,2019
Binghamton,AE,30,5,-1.61756E+00,9.28557E-01,-1.48418E+00,-1.71766E+00,7.64391E-01,1.37991E+00,7.91992E-01,-7.37648E-01,9.22234E-01,9.55873E-01,-1.56729E-01,-1.53289E+00,1.53964E-01,-1.31379E+00,1.28541E+00,-1.33756E+00,-1.71955E+00,1.66667E-01,2015
Hartford,AE,29,13,-1.09449E+00,3.45017E-01,-1.00638E+00,-8.40610E-01,1.08080E-01,1.44237E-01,1.01510E+00,-9.51215E-01,-5.17715E-03,-8.57606E-01,1.14080E+00,-9.15317E-01,8.17212E-01,-6.17613E-01,-1.13704E+00,-1.27287E+00,-5.31161E-01,4.48276E-01,2015
Maine,AE,30,3,-1.49367E+00,1.55816E+00,-1.59697E+00,-1.03551E+00,1.97339E+00,1.37991E+00,1.67290E-01,-1.37835E+00,6.74925E-01,-1.23844E+00,2.80993E-01,-1.06236E+00,1.90253E+00,-5.80972E-01,1.24436E+00,-3.67221E-01,-1.95429E+00,1.00000E-01,2015
New Hampshire,AE,30,17,-6.54014E-01,-3.30659E-01,-2.70884E-01,-6.10111E-02,-1.41180E+00,1.65929E-03,-6.80521E-01,-5.00351E-01,-1.79817E+00,2.84886E-01,1.21897E+00,-9.44725E-01,-1.11224E+00,1.17779E+00,-1.34233E+00,-1.14349E+00,-7.63472E-02,5.66667E-01,2015
Stony Brook,AE,33,21,-4.47541E-01,-7.75992E-01,2.27279E-01,-1.26289E+00,-1.41180E+00,-4.58665E-02,-4.12791E-01,1.84889E+00,-1.27264E+00,-3.86102E-01,-4.06855E-01,-1.17999E+00,-1.89607E+00,-7.64177E-01,-2.84601E-02,-1.04646E+00,4.07809E-01,6.36364E-01,2015
