"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","YEAR","WR"
49,52.3,21.1,16.5,29.5,32.3,44.1,36.5,2015,0.290322580645161
49.3,48.9,17.6,19.2,33.3,32.8,40.2,31.9,2015,0.515151515151515
49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,2015,0.387096774193548
51.7,55.1,21.7,15.9,31.3,34.6,38,29.6,2015,0.296296296296296
49.7,50.8,18.8,18.2,30.6,29.7,31.3,48.5,2015,0.266666666666667
46.9,53.2,19.6,20.5,31.9,33.9,29.8,42.3,2015,0.321428571428571
48.8,50.1,20.1,20.7,34.7,33.9,34.6,52.5,2015,0.433333333333333
53,50.5,18.1,17.8,28.3,30.6,34.9,39.8,2016,0.647058823529412
51.5,50.8,20.5,19.2,32.1,28.8,43.3,38,2016,0.515151515151515
49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,2016,0.5
50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,2016,0.354838709677419
48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,2016,0.241379310344828
51.3,51.9,17.7,17.4,27.1,27.5,28,38.5,2016,0.387096774193548
47.1,53,18.5,18.7,26.3,34,27,41.4,2016,0.222222222222222
48.8,51,20,20.8,30.4,32.7,38.2,45,2016,0.419354838709677
51.7,54,18,17.6,26.2,25.9,38.4,41.5,2016,0.433333333333333
51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,2017,0.655172413793103
54.9,49.4,19.2,19.5,27.2,27.1,32.1,33.7,2017,0.696969696969697
50.4,50,18,15.7,33.9,28.4,32.8,35.3,2017,0.5
53,49.8,19,17.2,29.4,31.2,41.5,31.8,2017,0.588235294117647
49.3,57.9,17.2,19.7,28,35.4,32.8,40.9,2017,0.4
52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,2017,0.78125
48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,2017,0.214285714285714
43.1,52.9,23.2,19.1,31.5,29,27.7,46.6,2017,0.3
52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,2017,0.533333333333333
50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,2018,0.32258064516129
53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,2018,0.78125
54.9,50.1,16.5,20.6,27,28.6,28.2,29.9,2018,0.741935483870968
54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,2018,0.59375
54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,2018,0.333333333333333
49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,2018,0.379310344827586
45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,2018,0.321428571428571
46.8,54.4,21.7,21,29,32.7,31.8,36.1,2018,0.4
55.2,53.3,18.2,18.7,25,27.1,28.5,34,2018,0.67741935483871
51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,2019,0.413793103448276
54.6,52.6,20,20.5,37,23.9,30,30.5,2019,0.75
55.4,47.9,18.4,20.1,28.7,30,24.9,24.2,2019,0.833333333333333
51,52.7,19.3,20.1,28.8,32.3,35.7,34.7,2019,0.379310344827586
54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,2019,0.53125
52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,2019,0.444444444444444
51.2,51,17.1,22.2,31.4,29.7,30.6,32.2,2019,0.852941176470588
50.1,56.9,16.5,16.9,21.7,27.6,29.2,32,2019,0.379310344827586
53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,2019,0.225806451612903
50.7,47.4,18.7,18.9,29.6,32,43.7,39.5,2015,0.545454545454545
46.9,52.5,18.9,21.3,27.6,34.1,48.8,41.9,2015,0.411764705882353
49.6,46,19.6,21.6,31.7,29.1,31.4,37.8,2015,0.484848484848485
47.5,48,23.3,18.9,32.3,31.1,46.4,36.5,2015,0.387096774193548
45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,2015,0.258064516129032
45.2,44.8,19.6,21,34.6,31.5,37.3,44.5,2015,0.5
48.2,51.9,19.7,22.6,37,33.3,32.3,43.5,2015,0.5
50.5,46.9,19.2,19.4,34.1,28.1,38.1,36.4,2015,0.636363636363636
54.4,46.6,20,18.1,31.9,33.1,42.4,34.4,2015,0.588235294117647
49.6,46.6,19.9,18.2,28.3,34.6,40.7,39.1,2016,0.545454545454545
49.7,49.8,15.3,19.6,30.9,30.1,37.6,42.9,2016,0.5
47.3,50.5,18.9,17.8,27.9,32.3,41,40.1,2016,0.354838709677419
48.5,46.7,16,18.6,32.9,29.5,39.5,35.7,2016,0.583333333333333
48.1,45.5,19.2,15.6,32.4,29.8,43.5,41.1,2016,0.588235294117647
51.1,51.8,16.2,18.8,29.8,29.9,43,33.4,2016,0.575757575757576
48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,2016,0.625
51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,2016,0.451612903225806
47.2,49,18,16,26.8,29.8,39.6,40.8,2016,0.32258064516129
48.5,47.4,18.9,20.5,37.5,29.5,43.2,38.2,2016,0.727272727272727
48,48.5,15.8,17.3,32.1,34.5,34.1,37.3,2016,0.441176470588235
48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,2017,0.558823529411765
51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,2017,0.5625
48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,2017,0.575757575757576
50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,2017,0.32258064516129
48.8,49.8,19.3,18.8,33.9,30,42.8,35.6,2017,0.611111111111111
51.1,48.1,19,19.7,27.1,30.1,33.9,37.9,2017,0.5
45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,2017,0.25
46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,2017,0.516129032258065
51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,2017,0.516129032258065
47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,2018,0.545454545454545
54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,2018,0.545454545454545
48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,2018,0.375
52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,2018,0.694444444444444
46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,2018,0.53125
51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,2018,0.375
50.3,48.9,19.5,16.9,31.5,28,38,29.6,2019,0.529411764705882
51,49.4,18.3,22.5,28.3,34.8,38.4,41.7,2019,0.529411764705882
50.1,48.5,22.5,15.5,32.7,31,41.3,29.9,2019,0.34375
50.5,49.4,21,18.1,31.9,25.7,29.8,38.1,2019,0.46875
48.3,49.5,19.2,20.3,31.8,31.1,36.2,39.6,2019,0.516129032258065
49.3,49.3,20,18.5,32.7,32.5,34.2,27,2019,0.4375
48.6,49.5,20.5,16.4,29,29.3,40.6,33.3,2019,0.28125
47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,2015,0.25
48.8,55,25.6,18.3,28,36.7,39.3,42.5,2015,0.0689655172413793
47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,2015,0.333333333333333
52,51.4,15.7,17.9,25.7,31.5,45.3,39.6,2015,0.56
49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,2015,0.423076923076923
46.4,51.9,16,18.5,33.7,34.4,30.9,34.9,2015,0.407407407407407
46.5,54.8,22.2,21.2,35.7,32.9,45.9,44,2015,0.307692307692308
47.8,50,25,20.3,30.1,34.5,42.4,50.7,2015,0.269230769230769
52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,2015,0.535714285714286
47.6,45.1,19.7,20.4,36,27.3,46.3,41.1,2015,0.709677419354839
50.9,50.4,22.5,19.4,29.1,32.2,32.5,33.9,2015,0.258064516129032
49.2,48.3,19.4,20.6,30.3,33.1,51,46.1,2015,0.5625
50.5,54.6,19.2,19.2,24.5,27.6,40.3,46.5,2016,0.333333333333333
49.9,53.8,19.7,15.8,31.3,29.8,41.9,38.7,2016,0.25
50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,2016,0.433333333333333
49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,2016,0.56
47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,2016,0.269230769230769
46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,2016,0.269230769230769
45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,2016,0.259259259259259
47.1,50.8,22,18.2,25,34.5,40.4,39.7,2016,0.258064516129032
50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,2016,0.208333333333333
49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,2016,0.5
51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,2016,0.32258064516129
49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,2016,0.741935483870968
52.5,52.8,21,21.4,23,31.7,34.7,44.3,2017,0.52
49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,2017,0.25
49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,2017,0.62962962962963
51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,2017,0.48
51,51.9,19.5,21,31.2,29.4,40.3,42.2,2017,0.633333333333333
47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,2017,0.269230769230769
49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,2017,0.518518518518518
50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,2017,0.52
47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,2017,0.7
50.2,49,22.8,21.6,35,30.8,37,39.6,2017,0.533333333333333
49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,2017,0.6
51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,2017,0.727272727272727
50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,2018,0.571428571428571
51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,2018,0.529411764705882
46,56.1,18.8,18.8,34,31.2,35.5,38.6,2018,0.214285714285714
47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,2018,0.291666666666667
48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,2018,0.655172413793103
48.8,49.8,19,15.2,29.3,33.3,32.7,31.5,2018,0.48
48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,2018,0.533333333333333
51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,2018,0.75
44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,2018,0.16
48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,2018,0.65625
51.2,49.6,19.6,20.3,29.5,33.6,35.3,29,2018,0.709677419354839
48.1,52.3,23,21.2,28.8,29.3,37,46.1,2018,0.423076923076923
49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,2019,0.466666666666667
49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,2019,0.428571428571429
51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,2019,0.222222222222222
49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,2019,0.689655172413793
49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,2019,0.333333333333333
48,50,21.8,22.5,32.8,34.2,36,40.4,2019,0.655172413793103
50.1,51,17.2,18.1,23.5,33.6,21.9,36,2019,0.518518518518518
44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,2019,0.392857142857143
51.8,51.2,18.3,21.2,29.7,28.6,26,43.3,2019,0.7
50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,2019,0.548387096774194
48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,2019,0.538461538461538
47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,2019,0.5
56.2,52.9,19.1,20.4,19.3,29.6,31.2,51.2,2015,0.4
53.3,51.3,18.7,16,25.1,26.6,41.1,27.7,2015,0.464285714285714
46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,2015,0.32258064516129
49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,2015,0.392857142857143
48.1,51,17.6,18.6,29.5,31.3,44.5,37.8,2015,0.53125
47.1,51,16.7,17.5,31,27,33.7,35.6,2015,0.483870967741935
51.9,47.2,16.9,18.1,28.8,28.2,40.4,41.2,2015,0.666666666666667
45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,2015,0.230769230769231
55.7,52,20.8,22.7,20,31,36.6,43.3,2016,0.516129032258065
54,52.9,17.3,15.7,28.1,26.5,33.4,30,2016,0.6875
46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,2016,0.387096774193548
51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,2016,0.533333333333333
49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,2016,0.580645161290323
50.5,52.1,17.3,15.9,28.1,30,36.6,33,2016,0.413793103448276
51.7,54.2,16.4,19,25,30.2,30.1,40.9,2016,0.4
49.3,50.1,18.2,15.2,25.5,27,32,42.4,2016,0.291666666666667
54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,2017,0.533333333333333
56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,2017,0.666666666666667
51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,2017,0.466666666666667
52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,2017,0.580645161290323
52.2,50.4,16.9,17.2,25,28,39.7,31.3,2017,0.678571428571429
49.6,54.7,16.7,16.1,25,29.4,30.6,32,2017,0.285714285714286
49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,2017,0.6875
50.4,51.2,18.4,13.8,18.9,25.4,29,40.7,2017,0.307692307692308
52.4,51.3,21.8,15.7,30.6,24.9,32.8,37,2018,0.535714285714286
52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,2018,0.620689655172414
51.3,55.8,18,15.7,24.9,30.7,27.3,28.2,2018,0.310344827586207
53.7,49.6,18.4,14.4,23,25.2,30.4,33.5,2018,0.517241379310345
48.9,54.2,19,15.3,35,30.9,24.3,31.2,2018,0.392857142857143
52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,2018,0.838709677419355
49.9,51.2,18.6,14.5,18,27.2,28.3,29.3,2018,0.5
50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,2019,0.275862068965517
55.8,54,16.8,17.1,23.1,28.6,26.9,25,2019,0.6
54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,2019,0.67741935483871
52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,2019,0.366666666666667
50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,2019,0.464285714285714
58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,2019,0.75
49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,2019,0.344827586206897
44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,2015,0.285714285714286
48.2,46.9,19.7,19.2,36,29.2,34.6,35.6,2015,0.62962962962963
43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,2015,0.166666666666667
46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,2015,0.375
39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,2015,0
42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,2015,0.34375
42.7,54.5,20.9,20.8,30.1,39.7,33,36.7,2015,0.1875
47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,2015,0.4375
45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,2015,0.46875
46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,2016,0.357142857142857
45.8,51.2,17.2,18.3,31.4,30,31.7,45,2016,0.413793103448276
45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,2016,0.464285714285714
45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,2016,0.242424242424242
43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,2016,0.142857142857143
45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,2016,0.529411764705882
43,51,18.5,19.4,27.1,34.6,31.3,35.2,2016,0.228571428571429
41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,2016,0.225806451612903
51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,2016,0.545454545454545
44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,2017,0.0689655172413793
44.3,50.3,22,18,34.5,31.8,34.6,42.6,2017,0.266666666666667
47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,2017,0.620689655172414
46,52.2,25.9,23.5,29.9,35.4,32.8,58.5,2017,0.2
46.8,55.5,20.2,24.3,32,35,38.1,42.2,2017,0.5
44.2,49.6,18.5,19.8,34,28.7,33.7,48.4,2017,0.482758620689655
46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,2017,0.21875
48.6,52.9,18.8,21.7,24.7,35,35.4,49.5,2017,0.419354838709677
47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,2017,0.5
45,54,24.2,16.6,30,32.5,31.4,29.8,2018,0.0967741935483871
46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,2018,0.258064516129032
48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,2018,0.392857142857143
49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,2018,0.4
45.6,49.1,21,20.2,32,30.5,40.7,42.9,2018,0.566666666666667
43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,2018,0.4
42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,2018,0.125
48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,2018,0.484848484848485
44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,2018,0.483870967741935
45.8,53.7,22.3,21,28,32.1,25.1,38.8,2019,0.15625
46.1,53,21,21.2,31.6,32.4,37.4,36.9,2019,0.413793103448276
45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,2019,0.37037037037037
48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,2019,0.419354838709677
50,45.1,22.1,18,25.8,29.4,43,42.3,2019,0.548387096774194
44.6,49.2,20.4,20.7,28.7,27,34.3,44,2019,0.433333333333333
41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,2019,0.193548387096774
48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,2019,0.225806451612903
50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,2019,0.666666666666667
46,48.3,20.1,19,33.4,26.9,37.7,48.7,2015,0.366666666666667
42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,2015,0.172413793103448
50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,2015,0.5
50.8,47,22,17.3,30.9,28.5,36.4,33.5,2015,0.5
46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,2015,0.387096774193548
44.7,50.5,20.9,19,30.4,36.6,38.6,35.4,2015,0.25
44.5,49.9,20.3,17.8,28.5,30.4,33.3,37,2015,0.321428571428571
42.6,54.5,20.4,19,29.5,33.4,28.1,43.6,2016,0.0344827586206897
49.8,48.1,16.9,19.1,32,27.3,41.5,35.1,2016,0.78125
50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,2016,0.65625
47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,2016,0.433333333333333
48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,2016,0.321428571428571
47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,2016,0.185185185185185
48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,2016,0.333333333333333
48.3,43.6,20.8,22.8,32.6,30.6,38,47.1,2017,0.78125
42.4,55,19.6,18.3,26.1,31.1,27.8,35.5,2017,0.206896551724138
48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,2017,0.758620689655172
50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,2017,0.481481481481481
50.6,52.6,19.7,20,27.1,32.2,38.4,41.7,2017,0.5625
48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,2017,0.344827586206897
50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,2017,0.548387096774194
46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,2018,0.444444444444444
44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,2018,0.1
48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,2018,0.666666666666667
51,47.2,19.6,15.5,29.7,27.9,34.5,41,2018,0.645161290322581
47.8,52.5,18.2,20,21.3,33.5,34.4,42.5,2018,0.344827586206897
44.8,51.5,17.8,20.4,28.2,30.3,41.2,45.5,2018,0.483870967741935
54.2,48.1,19.8,17.5,30.9,27.5,39.1,28.5,2018,0.741935483870968
51.2,48.8,18,15.1,28.8,28.9,32.4,39.6,2019,0.592592592592593
46.6,51.3,19,20.1,37.9,29.6,29.2,52.5,2019,0.580645161290323
44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,2019,0.1
51.4,49.9,17.3,19.3,29,25.7,33.7,29.7,2019,0.606060606060606
49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,2019,0.580645161290323
49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,2019,0.354838709677419
46.3,50.4,18,24.3,26.5,32.6,42.7,43.5,2019,0.571428571428571
55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,2019,0.757575757575758
46.3,53.7,21.5,18,33.5,34.1,36.2,35.5,2015,0.233333333333333
46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,2015,0.321428571428571
46.9,45.6,19.3,19.1,28.7,32.8,37,33.8,2015,0.548387096774194
50,49.7,18.3,17.2,35,30.7,36.1,35.9,2015,0.483870967741935
52.4,48,18.8,15.4,33.2,24.7,34.1,33.2,2015,0.666666666666667
48,47.9,18.4,21.3,30,31.6,38.4,42,2015,0.466666666666667
50.7,49.2,17.9,18.9,30.5,30.8,41,38.7,2015,0.419354838709677
48.2,51.7,17.1,19.1,28.1,34.1,31.1,43.2,2015,0.4
52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,2016,0.694444444444444
47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,2016,0.433333333333333
49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,2016,0.230769230769231
49,49.8,16,16.1,30.3,29.8,41.1,31.4,2016,0.548387096774194
49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,2016,0.354838709677419
58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,2016,0.823529411764706
45.2,50,20.6,17.4,26,28.8,33.9,42.1,2016,0.275862068965517
50,51.7,17.8,16,33.4,30.2,39.1,35.8,2016,0.482758620689655
47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,2016,0.333333333333333
51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,2017,0.647058823529412
50.3,52.2,19,21.5,30,30,30.9,43.3,2017,0.517241379310345
44.6,52.5,17,16.5,29.3,24.1,34.6,40.9,2017,0.34375
49.4,56.8,18,15.7,26.1,29.2,29.5,28.9,2017,0.3
47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,2017,0.354838709677419
48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,2017,0.433333333333333
52.3,47.8,18.3,19.4,26.5,27.1,27.2,33.9,2017,0.625
52.4,51.8,15.9,19,18.3,24.5,24,35.2,2017,0.53125
54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,2018,0.685714285714286
49.3,57.5,19.2,19.8,34.6,31.2,32.5,42.8,2018,0.366666666666667
48.5,53,17.2,18.3,30.3,27.3,40.5,35.2,2018,0.451612903225806
49.5,57,17.2,15.5,28.5,26.4,35.2,33.5,2018,0.193548387096774
50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,2018,0.344827586206897
58.7,49.2,15.4,15.1,28.9,22.8,30.4,24.8,2018,0.833333333333333
53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,2018,0.606060606060606
49.4,48.9,17.4,17,28,25.7,29.3,36.9,2018,0.578947368421053
48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,2018,0.379310344827586
52.8,50.7,15.3,17.6,23.7,27,40,35.4,2019,0.59375
49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,2019,0.6875
47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,2019,0.466666666666667
52,53.9,18,20.9,24.9,29.5,35.7,35.7,2019,0.484848484848485
47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,2019,0.233333333333333
52.4,49.6,18.8,17.5,24.1,22,32.4,37.3,2019,0.6
53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,2019,0.7
51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,2019,0.533333333333333
47.2,56.4,22.3,18,24.9,33.8,42.3,48.3,2014,0.0952380952380952
49.5,50.9,20.5,17.8,26.4,30.2,37.1,43.9,2014,0.357142857142857
50.3,47.9,19.8,19.5,34.8,32.4,40.4,36.1,2014,0.617647058823529
49.4,47,18.3,19.3,30,34.5,44,41.3,2014,0.387096774193548
46.3,45.2,19.8,20.2,27.6,34.2,41.5,54.6,2014,0.428571428571429
45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,2014,0.551724137931034
45.2,49.5,17.8,19.1,28.6,34.5,41.4,41.4,2014,0.321428571428571
44.2,52.7,18.7,18.9,33.4,31.3,41.1,43.1,2014,0.192307692307692
50.1,46.2,15.7,23.2,31.8,36.6,40.2,43,2014,0.647058823529412
46,49.9,19,18.3,31.3,30.4,41.5,50.2,2014,0.433333333333333
47,54,22.3,23.9,29.2,33.4,41.1,50.7,2014,0.379310344827586
52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,2014,0.566666666666667
51.1,52.4,18.9,19.9,32,33.5,32.6,35.3,2014,0.466666666666667
48.9,49.8,17.9,18.8,31.7,33.1,44.1,48.7,2014,0.466666666666667
52.6,53.3,21.4,19.9,29.6,35.1,49.3,34.9,2014,0.357142857142857
46.6,51.5,25,16.3,34,30.4,42.6,45.4,2014,0.107142857142857
57.6,52,18.6,20.5,28.2,33.3,41.2,42.9,2014,0.714285714285714
45.7,51.7,19.7,19.7,31.8,38.7,34.1,53.4,2014,0.166666666666667
43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,2014,0.233333333333333
51.2,51.3,15,17,32.1,26.4,36.6,42.3,2014,0.580645161290323
52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,2014,0.225806451612903
52.3,49.8,17.6,20.4,28.1,29.8,29.9,31.5,2014,0.685714285714286
45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,2014,0.354838709677419
46.4,50,18.7,20.2,32.3,31.1,36.5,43.4,2014,0.375
48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,2014,0.5
52.5,50,18.1,18,29,34,37.1,32.8,2014,0.548387096774194
48.9,47.9,16.8,14.4,29,24.4,31.7,31.8,2014,0.533333333333333
50.2,47.1,18.5,19.2,35.1,31.4,41.8,36.3,2014,0.642857142857143
47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,2014,0.433333333333333
49.5,49,21,19,34.3,31.5,38.7,52.5,2014,0.387096774193548
48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,2014,0.354838709677419
48.9,52.1,18.2,17.3,33,31.2,48.8,41.9,2014,0.454545454545455
50.7,46.9,15.1,15,29.5,29.8,35.6,33.7,2014,0.6
51.3,52,20.3,16,31,36.2,27.4,37,2014,0.321428571428571
52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,2014,0.636363636363636
49.3,52,20.3,19.2,28,37.8,38.2,49,2014,0.222222222222222
48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,2014,0.344827586206897
49.3,57,16.5,19.5,29,32.1,37.1,39.7,2014,0.275862068965517
