TEAM,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,YEAR,WR
Iowa St.,49.9,51,17,16.4,29.5,30.6,29.8,26.5,2018,0.419
Oklahoma St.,49.8,50,18.1,20.3,34.2,31.1,32.2,35.6,2018,0.583
Oklahoma St.,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,2019,0.375
TCU,52.1,48.4,19.2,18.6,31.2,28.7,31.7,27.7,2019,0.622
Texas,50.9,48.7,16.2,18.9,28.1,29.5,29.7,29.7,2019,0.568
West Virginia,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,2019,0.417
Creighton,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,2015,0.424
DePaul,50.7,50.8,19.8,18.8,27.4,35.5,36.5,48.7,2015,0.375
Marquette,49.8,49.2,19.3,21,29,36.4,35.8,30.3,2015,0.406
Seton Hall,48.2,47.7,18.7,18,34.7,33.2,38.1,38,2015,0.516
Creighton,53.8,49,16.1,17.5,27.3,26.1,37.5,33.5,2016,0.571
DePaul,49.4,51.4,21.5,17.8,30.7,29.9,36.5,44.8,2016,0.290
Georgetown,51.2,46.6,19.1,16.3,28.3,28.4,37.9,49.3,2016,0.455
Marquette,52,48.7,20,19,28.1,30.7,40.5,28,2016,0.606
St. John's,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,2016,0.226
DePaul,48.1,53.8,20.4,20,29.9,30,35.6,40.2,2017,0.281
Georgetown,52,47.4,20.1,17.3,29,30.5,42.6,38.8,2017,0.438
St. John's,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,2017,0.424
DePaul,47.9,52,19.4,20.2,32.9,28.1,29.4,32.3,2018,0.355
Georgetown,51.8,50.8,20.7,17,31.3,26,38.3,28.3,2018,0.500
Marquette,56.8,53.8,17.3,18.1,27.6,29.6,28.8,38.9,2018,0.600
St. John's,49.2,50.3,16.4,22.2,23.6,32,30.4,34.4,2018,0.500
Butler,52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,2019,0.485
Creighton,56.2,52.8,18.6,19.1,24.7,26.8,29,27.9,2019,0.588
DePaul,52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,2019,0.528
Georgetown,51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,2019,0.576
Providence,48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,2019,0.529
Xavier,52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,2019,0.543
Idaho,53.4,53.6,17.5,15.4,30.7,27,38.6,41.5,2015,0.393
Idaho St.,48.1,52,18.7,18.7,29.9,32.2,37,34.8,2015,0.179
Montana,53.7,51.3,18,19.9,27.6,28.7,33.3,43.6,2015,0.581
Montana St.,46.9,53,20.6,17,29.1,28.2,28.7,44.8,2015,0.207
North Dakota,48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,2015,0.214
Northern Arizona,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,2015,0.595
Northern Colorado,53,55.7,16.2,20,33.6,34.3,35.1,40.4,2015,0.464
Portland St.,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,2015,0.481
Sacramento St.,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,2015,0.613
Southern Utah,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,2015,0.321
Weber St.,48,50.8,20.5,16.6,28.8,30.2,46,31.5,2015,0.393
Eastern Washington,56.4,54,16.1,15.9,26.7,29.2,35.9,37.9,2016,0.500
Idaho,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,2016,0.594
Idaho St.,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,2016,0.483
Montana,53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,2016,0.600
Montana St.,50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,2016,0.433
North Dakota,50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,2016,0.467
Northern Arizona,45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,2016,0.107
Northern Colorado,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,2016,0.276
Portland St.,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,2016,0.379
Sacramento St.,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,2016,0.414
Southern Utah,49.3,57.7,18.8,17.4,23.9,31.2,35.4,45,2016,0.143
Eastern Washington,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,2017,0.688
Idaho,49.9,49,18.7,17.7,30.3,25.9,39.9,43,2017,0.613
Idaho St.,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,2017,0.200
Montana,51.2,52,15.6,18.2,28,26.8,33,44.4,2017,0.500
Montana St.,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,2017,0.533
Northern Arizona,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,2017,0.290
Northern Colorado,51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,2017,0.407
Portland St.,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,2017,0.536
Sacramento St.,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,2017,0.448
Southern Utah,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,2017,0.194
Weber St.,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,2017,0.625
Eastern Washington,54,51,16.8,16.9,21.6,25,28,35.4,2018,0.606
Idaho,54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,2018,0.759
Idaho St.,55,52.5,18.5,16.7,19.8,28.1,34.5,31,2018,0.500
Montana St.,47.8,54.9,17.1,18.4,28.7,27.7,39,36.4,2018,0.433
North Dakota,51.8,56.4,17.4,19.7,19.8,29.5,35.5,34.1,2018,0.400
Northern Arizona,44.9,55.3,22,19,27,29.5,42.6,37,2018,0.167
Northern Colorado,53.7,48.8,16.7,17.3,25.6,24.4,33.7,36.7,2018,0.743
Portland St.,49.2,55,16.5,22,34.7,30.5,33.3,43.3,2018,0.645
Sacramento St.,49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,2018,0.233
Southern Utah,50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,2018,0.433
Weber St.,56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,2018,0.714
Eastern Washington,50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,2019,0.485
Idaho,50.3,53.7,20,13.3,24.2,32,28.2,33.1,2019,0.172
Idaho St.,52,56.1,17.6,15,25.8,29.8,28.8,30.6,2019,0.393
Montana St.,53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,2019,0.484
North Dakota,51.3,52.5,17.9,17.3,21,25.4,27.2,30,2019,0.462
Northern Arizona,50.3,55,17,16.6,25.8,26.5,33.8,29.7,2019,0.323
Northern Colorado,53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,2019,0.700
Portland St.,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,2019,0.552
Sacramento St.,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,2019,0.536
Southern Utah,50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,2019,0.531
Weber St.,53.2,49,16,15.8,19.2,26.9,37.1,30.9,2019,0.581
Campbell,49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,2015,0.241
Charleston Southern,48.5,52.4,17.2,18.9,33.4,28.5,34.9,32.4,2015,0.571
Gardner Webb,51,53.4,17.4,17.1,29.8,31.8,37.7,29.1,2015,0.516
High Point,51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,2015,0.667
Liberty,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,2015,0.143
Longwood,49,52.6,20.7,20.8,26.9,35.2,30,45,2015,0.281
Presbyterian,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,2015,0.214
Radford,50,48.4,18.1,18.8,34.5,32.7,35.4,36.3,2015,0.613
UNC Asheville,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,2015,0.429
Winthrop,50.8,47,17.7,19,29.4,32.3,35.9,38.4,2015,0.552
Campbell,49.5,53.5,16.4,18.9,22,30.6,41.4,39.3,2016,0.333
Charleston Southern,50,54,17.9,16.1,24.7,26.9,27.4,37.7,2016,0.222
Coastal Carolina,49.5,46.3,18.8,15.3,30.6,29,35.7,31.7,2016,0.600
Gardner Webb,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,2016,0.467
High Point,51.9,52.9,15.9,20.6,31.9,31.7,35,32.3,2016,0.621
Liberty,53.1,53,21.3,18.1,21,29.5,25.5,43.6,2016,0.345
Longwood,50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,2016,0.233
Presbyterian,47.3,52.5,21,19,26,31.4,34.8,38.8,2016,0.286
Radford,50.2,51.3,19.3,17,34.4,30.1,29,34.3,2016,0.483
Winthrop,54.2,47.7,17.8,15.9,26,32,41.1,31.9,2016,0.690
Campbell,51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,2017,0.559
Charleston Southern,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,2017,0.429
Gardner Webb,52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,2017,0.633
High Point,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,2017,0.536
Liberty,52.3,52.2,16,22,15,24.7,34.2,42.2,2017,0.656
Longwood,49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,2017,0.214
Presbyterian,45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,2017,0.179
Radford,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,2017,0.467
UNC Asheville,54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,2017,0.742
Campbell,54.6,52,17.2,17.3,20.8,26.5,34,32.5,2018,0.581
Charleston Southern,49,53.9,19.5,22.1,30.2,28.1,31.3,35.1,2018,0.536
Gardner Webb,49.1,50.4,20.1,17.1,25.2,27.3,28,37.3,2018,0.483
High Point,49.3,50.1,19.1,20.4,30.9,28.9,34.1,40.1,2018,0.519
Liberty,52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,2018,0.647
Longwood,46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,2018,0.233
Presbyterian,49,55.3,18.8,17.8,24.9,30,28,29.3,2018,0.379
UNC Asheville,54.6,52.5,19.4,18.5,24,26.8,31.3,33.9,2018,0.656
Winthrop,54.8,49.7,19.7,18.6,26.2,27.2,35.9,32.1,2018,0.679
Campbell,52.8,54.6,14.8,19.5,23.7,28.9,31.2,36,2019,0.667
Charleston Southern,49.8,50.9,18,21.1,29.1,27.7,27,31.2,2019,0.600
Hampton,48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,2019,0.563
High Point,49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,2019,0.552
Longwood,52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,2019,0.516
Presbyterian,53.4,53.4,14.7,17.9,25.3,27.4,30.5,33.1,2019,0.606
Radford,52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,2019,0.733
UNC Asheville,46.2,55.7,23.5,18.2,27.7,37.1,26.3,33.7,2019,0.143
USC Upstate,47.4,53.1,19.9,18.2,24.7,31.3,25.3,39,2019,0.172
Winthrop,54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,2019,0.667
Cal Poly,44.1,49.3,14.8,17.3,31.9,28.2,31.5,31.3,2015,0.407
Cal St. Fullerton,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,2015,0.241
Cal St. Northridge,45.3,51,19.5,16.6,28.4,30.5,41.1,35.9,2015,0.226
Hawaii,49.3,47.6,18.7,23.4,32.2,34.4,36.7,42,2015,0.606
Long Beach St.,47.6,49.2,20.2,21,31.5,34,34.4,36.9,2015,0.452
UC Davis,57.3,48.4,20.9,17.9,28.6,33.7,39.3,33.3,2015,0.767
UC Riverside,46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,2015,0.414
UC Santa Barbara,49.6,47.8,16.9,17.9,30.7,29.8,32,39.9,2015,0.548
Cal Poly,48,53.2,15.1,15.9,30.1,28.3,35.2,40.2,2016,0.286
Cal St. Fullerton,46.4,50.7,19,16.4,29.7,29,43.7,39.7,2016,0.286
Cal St. Northridge,46.7,51.7,19.4,18.9,27.6,31.3,42.1,36,2016,0.286
Long Beach St.,49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,2016,0.545
UC Davis,47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,2016,0.321
UC Irvine,51.1,44.6,18.2,17.4,29.1,28.2,35.1,34.7,2016,0.722
UC Riverside,48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,2016,0.387
UC Santa Barbara,50.3,46.7,18.5,17.5,28.8,27.9,27.4,41.8,2016,0.563
Cal Poly,47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,2017,0.379
Cal St. Fullerton,49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,2017,0.567
Cal St. Northridge,49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,2017,0.393
Hawaii,48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,2017,0.483
Long Beach St.,48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,2017,0.469
UC Irvine,50,44.1,19.9,15.3,31.9,26.4,29.7,40.2,2017,0.618
UC Riverside,45.7,49.8,19.9,19.1,26,29.9,30,34.1,2017,0.296
UC Santa Barbara,42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,2017,0.222
Cal Poly,46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,2018,0.310
Cal St. Northridge,47.7,52.6,18.3,16.4,23.3,32.7,28.3,32.8,2018,0.214
Hawaii,50.1,49.9,19.5,19.9,26.3,24.5,40.8,38.7,2018,0.607
Long Beach St.,49.6,53.7,20.7,18.7,32.2,30.4,40.3,28.6,2018,0.484
UC Davis,52,49.4,18.6,21.9,24.4,29.1,38.5,36.5,2018,0.710
UC Irvine,48.1,45,20.5,14.8,32.3,24.8,28.2,41.2,2018,0.545
UC Riverside,45.1,49.1,20,19.3,26.8,31.8,32.4,38.2,2018,0.310
UC Santa Barbara,53,49.9,14.9,16.6,28.7,27,32,29.5,2018,0.767
Cal Poly,47.2,52.6,17,15.6,26.1,31.4,25.8,38.1,2019,0.222
Cal St. Fullerton,49.1,48.3,19.1,16.8,24.5,27,38.5,35.7,2019,0.500
Cal St. Northridge,51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,2019,0.394
Hawaii,52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,2019,0.621
Long Beach St.,47.6,51.1,19,18.9,28.9,33,40.8,30.2,2019,0.469
UC Davis,49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,2019,0.379
UC Riverside,51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,2019,0.333
UC Santa Barbara,50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,2019,0.733
College of Charleston,46,48.1,19.3,18.4,27.5,32.2,32.4,47.4,2015,0.273
Delaware,47.1,50,18.4,15.6,28.8,31.5,38.1,33.2,2015,0.333
Drexel,45,50.1,17,18.5,27.5,31.2,33.1,35.7,2015,0.379
Elon,47.5,51.3,19,21.2,27.9,31.9,37.6,44.1,2015,0.419
Hofstra,52.3,49.5,16,19.6,32.7,28.4,39.8,38.7,2015,0.588
James Madison,51.9,50.2,20.3,17.9,29,31.9,42.2,31.9,2015,0.576
Towson,44.6,47.6,21.5,14.9,41.1,29.5,48.3,45,2015,0.355
UNC Wilmington,47.5,47.9,18,20.4,31,32.4,37.5,47.4,2015,0.548
William & Mary,56.3,50.5,17.5,17.6,24.2,29.9,35.5,31.9,2015,0.581
College of Charleston,47.4,48.1,19.5,21.6,30.4,26.9,32.8,43.1,2016,0.533
Delaware,45.3,51.8,17.7,13.5,29.6,28,42.2,31.9,2016,0.233
Drexel,44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,2016,0.200
Elon,51.8,50.3,17.7,15.8,27.2,29.8,30.4,33.4,2016,0.467
Hofstra,51.4,49.9,16.7,16.4,31.9,30,39.5,24,2016,0.697
James Madison,51.6,45.5,17.2,15.4,29.5,27,37,37,2016,0.645
Northeastern,51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,2016,0.531
Towson,46.9,48.4,17.9,17.7,38.3,27.3,45.1,41,2016,0.581
William & Mary,54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,2016,0.621
College of Charleston,49.4,48,15.9,18.6,25.4,28.9,42.7,31.9,2017,0.735
Delaware,46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,2017,0.419
Drexel,49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,2017,0.290
Elon,52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,2017,0.600
Hofstra,51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,2017,0.484
James Madison,50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,2017,0.313
Northeastern,53.5,52.1,18.5,17,25.7,27,37.8,31,2017,0.484
Towson,48.3,49,18.7,18.7,37,26.1,45.6,47.1,2017,0.625
William & Mary,56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,2017,0.586
Delaware,50.3,52.9,15.8,14.9,26,26.2,34.4,29.6,2018,0.452
Drexel,49.6,52.2,17.3,15.6,30.8,30.7,31.8,30.6,2018,0.406
Elon,52.3,52.5,16.7,14.2,21.7,28.9,24,23.6,2018,0.467
Hofstra,53.2,54.2,15.6,16.3,30.6,27.5,36.5,32.5,2018,0.633
James Madison,48,52.8,16.5,18.5,28.9,28.2,34.1,42,2018,0.323
Northeastern,56.9,49.4,19.8,17.9,25.3,25.6,35.1,33,2018,0.719
Towson,51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,2018,0.600
UNC Wilmington,48.9,56.6,17.3,15.6,33.8,25.5,31.1,36.9,2018,0.367
William & Mary,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,2018,0.655
College of Charleston,54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,2019,0.750
Delaware,53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,2019,0.548
Drexel,51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,2019,0.419
Elon,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,2019,0.367
Hofstra,55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,2019,0.794
James Madison,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,2019,0.452
Towson,47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,2019,0.323
UNC Wilmington,50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,2019,0.313
William & Mary,54.4,52.7,18.3,15.6,24.5,26,31.3,30,2019,0.467
Charlotte,51.7,50.6,19.6,18.4,33.7,31.3,36.9,33.1,2015,0.438
FIU,48.2,48,22.6,19.2,29,31.9,37.4,36.6,2015,0.452
Florida Atlantic,48.2,49.9,19.5,16.7,26,31.5,27.8,37.6,2015,0.259
Louisiana Tech,50.7,46.9,15.6,22.4,29,35.4,33.7,31.3,2015,0.743
Marshall,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,2015,0.300
Middle Tennessee,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,2015,0.514
North Texas,46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,2015,0.414
Old Dominion,48.6,46.1,17.5,21,36,26.9,30.6,40.8,2015,0.771
Rice,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,2015,0.345
Southern Miss,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,2015,0.259
UTEP,52,46.9,18.8,18.7,29.1,29.8,43.8,31.9,2015,0.667
UTSA,47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,2015,0.429
Western Kentucky,49.6,48.6,18.9,18.9,30.4,29.2,38.7,34.1,2015,0.600
Charlotte,51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,2016,0.424
FIU,52,48.1,19.3,14.2,30.8,29.4,35.6,35.7,2016,0.367
Florida Atlantic,46.7,50,17.6,16.6,23.1,32.9,32.3,37.7,2016,0.226
Louisiana Tech,51.3,49.2,16.9,19,28.8,29,43,34.1,2016,0.677
Marshall,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,2016,0.515
North Texas,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,2016,0.333
Old Dominion,47.9,45.5,14.4,17.2,36.6,27.1,31,35.8,2016,0.658
Rice,51.2,56.2,17.9,18.4,26.7,32.2,41.5,36.7,2016,0.333
Southern Miss,49.4,51.6,20.3,17.7,23.3,29.4,36.1,38.9,2016,0.259
UAB,53.6,48.6,17.8,18,32.4,30.4,33.4,29.8,2016,0.781
UTEP,52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,2016,0.563
UTSA,47,59,18.1,17.2,26,27.8,37.4,46.2,2016,0.133
Western Kentucky,52.5,52.4,19,15,33.6,28.6,39.6,30,2016,0.500
Charlotte,50.5,52.3,16.1,18.3,20.3,31,34,35.6,2017,0.448
FIU,49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,2017,0.241
Florida Atlantic,46,51,16.6,17.7,26.9,31.2,30.4,35.9,2017,0.357
Louisiana Tech,53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,2017,0.742
Marshall,53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,2017,0.588
North Texas,47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,2017,0.286
Old Dominion,45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,2017,0.613
Rice,53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,2017,0.697
Southern Miss,45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,2017,0.310
UAB,51.3,49.8,20,17.3,30,28.1,37.7,29.4,2017,0.531
UTEP,51.8,49.5,19,17.5,22.2,25,36.3,39.1,2017,0.484
UTSA,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,2017,0.452
Western Kentucky,50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,2017,0.469
Charlotte,48.3,54.7,20.6,17.6,26.2,28.8,38.9,31.7,2018,0.214
FIU,47.1,50.6,15.6,19.8,25.9,27.4,36.5,34.8,2018,0.483
Florida Atlantic,43.9,49.2,18.2,16.6,28.5,27.5,29,32.6,2018,0.429
Louisiana Tech,50.9,50.6,17.9,18.2,27.4,29,36.5,32.1,2018,0.548
Middle Tennessee,53.1,49.2,18.6,19.1,30.7,22.3,30.1,40.8,2018,0.781
North Texas,51.2,48.6,18.7,17.3,30.2,25.7,33.6,38.8,2018,0.556
Old Dominion,50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,2018,0.781
Rice,48,52.6,20.7,16.5,27.6,28.4,35.2,28.5,2018,0.241
Southern Miss,50.3,56,14.6,19.8,20.5,29,28.3,32.9,2018,0.533
UAB,54.7,50.6,19,17.6,30.9,25,28.3,26.8,2018,0.645
UTEP,49.3,50.6,17.8,17.4,19,27,30.9,36.4,2018,0.367
UTSA,51.1,49.4,17.1,16.3,26.5,27.3,29.6,41.6,2018,0.625
Western Kentucky,54.2,49.4,16.6,17.9,29,29.3,40,23.9,2018,0.730
Charlotte,48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,2019,0.276
FIU,48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,2019,0.667
Florida Atlantic,47.9,48.2,20.7,18.1,29,25.4,28.6,31.4,2019,0.567
Louisiana Tech,49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,2019,0.645
Marshall,51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,2019,0.622
Middle Tennessee,46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,2019,0.367
North Texas,49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,2019,0.700
Rice,50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,2019,0.433
Southern Miss,53.1,49.1,15.7,19.4,22.9,28.1,24.1,29.8,2019,0.690
UAB,50.4,49.4,16.8,17.9,30.6,26.2,31.8,31.6,2019,0.606
UTEP,45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,2019,0.296
UTSA,49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,2019,0.607
Western Kentucky,49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,2019,0.588
Cleveland St.,51.7,48.8,19,21,31.9,30.6,31.1,43.7,2015,0.531
Detroit,49.7,52,19.3,21.2,29.4,29.8,32.4,48.3,2015,0.419
Green Bay,49.3,46,18.5,20.8,33.3,29.4,39.3,39.8,2015,0.710
Illinois Chicago,43.6,54.4,17.4,18,30.8,28.5,40,39,2015,0.250
Milwaukee,49,51.2,20,16.5,26.9,29.5,36.2,31.6,2015,0.429
Oakland,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,2015,0.452
Wright St.,49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,2015,0.310
Youngstown St.,50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,2015,0.276
Cleveland St.,44.8,51.6,21.8,19.9,29.4,31.7,30.9,46.6,2016,0.233
Detroit,52,53.6,17.8,17.2,32.5,29.4,40.5,46.5,2016,0.483
Illinois Chicago,41.5,49.3,21.1,15.7,31.9,30.7,43.2,39.6,2016,0.107
Milwaukee,52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,2016,0.581
Northern Kentucky,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,2016,0.250
Oakland,53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,2016,0.657
Valparaiso,50.7,44.5,19,18.5,35.2,24.8,35.1,38.7,2016,0.800
Wright St.,51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,2016,0.606
Youngstown St.,49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,2016,0.300
Cleveland St.,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,2017,0.300
Detroit,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,2017,0.267
Green Bay,48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,2017,0.600
Illinois Chicago,50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,2017,0.500
Milwaukee,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,2017,0.324
Oakland,51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,2017,0.781
Valparaiso,50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,2017,0.750
Wright St.,52,52,20.4,19.5,29.4,26.5,38,37.1,2017,0.667
Youngstown St.,49.1,53,16,16.4,26.3,31.4,25.9,29.1,2017,0.406
Cleveland St.,50.6,53,18.9,19.5,22.1,32.9,29.4,31.1,2018,0.353
Detroit,49.1,56.7,18.2,17.2,27,31.4,31.1,37.5,2018,0.267
Green Bay,48.6,50.9,18.6,17.8,25.6,30.9,32.3,31.4,2018,0.433
Illinois Chicago,50.6,46.7,20.8,17.2,28.8,30.4,35.3,34.2,2018,0.588
IUPUI,48,54.6,20.5,21.2,31.9,29.3,32.9,37.8,2018,0.393
Milwaukee,50.9,50.1,18.1,18,25.1,23.8,27.7,27.4,2018,0.516
Northern Kentucky,53.8,47.1,17.6,19.2,28,26.8,31,31.7,2018,0.733
Oakland,52,50.8,18.1,16.9,28,28.6,35.5,27.8,2018,0.576
Youngstown St.,47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,2018,0.267
Cleveland St.,51.5,51.6,18.5,16.8,26.3,33,31.7,34,2019,0.345
Detroit,49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,2019,0.355
Green Bay,51.5,52.1,17.2,18.8,26.4,31.4,33.9,32.3,2019,0.583
